hour,demand,temperature,day_of_week,is_weekend,hour_of_day,month,year,day,demand_lag_1,demand_lag_2,demand_lag_3,demand_lag_6,demand_lag_12,demand_lag_24,rolling_mean_6h,rolling_mean_24h
1965-01-01,54,6.0,4,0,0,1,1965,1,40.0,43.0,45.0,46.0,45.0,59.0,47.0,45.291666666666664
1965-01-02,54,9.0,5,1,0,1,1965,2,54.0,40.0,43.0,57.0,44.0,58.0,46.5,45.125
1965-01-03,41,2.0,6,1,0,1,1965,3,54.0,54.0,40.0,43.0,45.0,53.0,46.166666666666664,44.625
1965-01-04,38,3.0,0,0,0,1,1965,4,41.0,54.0,54.0,45.0,41.0,55.0,45.0,43.916666666666664
1965-01-05,46,7.0,1,0,0,1,1965,5,38.0,41.0,54.0,43.0,56.0,54.0,45.5,43.583333333333336
1965-01-06,38,4.0,2,0,0,1,1965,6,46.0,38.0,41.0,40.0,52.0,45.0,45.166666666666664,43.291666666666664
1965-01-07,45,3.0,3,0,0,1,1965,7,38.0,46.0,38.0,54.0,46.0,41.0,43.666666666666664,43.458333333333336
1965-01-08,42,5.0,4,0,0,1,1965,8,45.0,38.0,46.0,54.0,57.0,51.0,41.666666666666664,43.083333333333336
1965-01-09,45,4.0,5,1,0,1,1965,9,42.0,45.0,38.0,41.0,43.0,16.0,42.333333333333336,44.291666666666664
1965-01-10,57,7.0,6,1,0,1,1965,10,45.0,42.0,45.0,38.0,45.0,32.0,45.5,45.333333333333336
1965-01-11,52,4.0,0,0,0,1,1965,11,57.0,45.0,42.0,46.0,43.0,30.0,46.5,46.25
1965-01-12,49,6.0,1,0,0,1,1965,12,52.0,57.0,45.0,38.0,40.0,41.0,48.333333333333336,46.583333333333336
1965-01-13,50,7.0,2,0,0,1,1965,13,49.0,52.0,57.0,45.0,54.0,45.0,49.166666666666664,46.791666666666664
1965-01-14,67,12.0,3,0,0,1,1965,14,50.0,49.0,52.0,42.0,54.0,44.0,53.333333333333336,47.75
1965-01-15,53,7.0,4,0,0,1,1965,15,67.0,50.0,49.0,45.0,41.0,45.0,54.666666666666664,48.083333333333336
1965-01-16,46,5.0,5,1,0,1,1965,16,53.0,67.0,50.0,57.0,38.0,41.0,52.833333333333336,48.291666666666664
1965-01-17,40,5.0,6,1,0,1,1965,17,46.0,53.0,67.0,52.0,46.0,56.0,50.833333333333336,47.625
1965-01-18,48,4.0,0,0,0,1,1965,18,40.0,46.0,53.0,49.0,38.0,52.0,50.666666666666664,47.458333333333336
1965-01-19,58,9.0,1,0,0,1,1965,19,48.0,40.0,46.0,50.0,45.0,46.0,52.0,47.958333333333336
1965-01-20,49,8.0,2,0,0,1,1965,20,58.0,48.0,40.0,67.0,42.0,57.0,49.0,47.625
1965-01-21,52,7.0,3,0,0,1,1965,21,49.0,58.0,48.0,53.0,45.0,43.0,48.833333333333336,48.0
1965-01-22,47,6.0,4,0,0,1,1965,22,52.0,49.0,58.0,46.0,57.0,45.0,49.0,48.083333333333336
1965-01-23,45,4.0,5,1,0,1,1965,23,47.0,52.0,49.0,40.0,52.0,43.0,49.833333333333336,48.166666666666664
1965-01-24,38,7.0,6,1,0,1,1965,24,45.0,47.0,52.0,48.0,49.0,40.0,48.166666666666664,48.083333333333336
1965-01-25,45,4.0,0,0,0,1,1965,25,38.0,45.0,47.0,58.0,50.0,54.0,46.0,47.708333333333336
1965-01-26,57,8.0,1,0,0,1,1965,26,45.0,38.0,45.0,49.0,67.0,54.0,47.333333333333336,47.833333333333336
1965-01-27,50,9.0,2,0,0,1,1965,27,57.0,45.0,38.0,52.0,53.0,41.0,47.0,48.208333333333336
1965-01-28,57,11.0,3,0,0,1,1965,28,50.0,57.0,45.0,47.0,46.0,38.0,48.666666666666664,49.0
1965-01-29,50,9.0,4,0,0,1,1965,29,57.0,50.0,57.0,45.0,40.0,46.0,49.5,49.166666666666664
1965-01-30,58,11.0,5,1,0,1,1965,30,50.0,57.0,50.0,38.0,48.0,38.0,52.833333333333336,50.0
1965-01-31,51,8.0,6,1,0,1,1965,31,58.0,50.0,57.0,45.0,58.0,45.0,53.833333333333336,50.25
1965-02-01,47,8.0,0,0,0,2,1965,1,51.0,58.0,50.0,57.0,49.0,42.0,52.166666666666664,50.458333333333336
1965-02-02,56,6.0,1,0,0,2,1965,2,47.0,51.0,58.0,50.0,52.0,45.0,53.166666666666664,50.916666666666664
1965-02-03,55,7.0,2,0,0,2,1965,3,56.0,47.0,51.0,57.0,47.0,57.0,52.833333333333336,50.833333333333336
1965-02-04,53,11.0,3,0,0,2,1965,4,55.0,56.0,47.0,50.0,45.0,52.0,53.333333333333336,50.875
1965-02-05,56,9.0,4,0,0,2,1965,5,53.0,55.0,56.0,58.0,38.0,49.0,53.0,51.166666666666664
1965-02-06,53,7.0,5,1,0,2,1965,6,56.0,53.0,55.0,51.0,45.0,50.0,53.333333333333336,51.291666666666664
1965-02-07,55,8.0,6,1,0,2,1965,7,53.0,56.0,53.0,47.0,57.0,67.0,54.666666666666664,50.791666666666664
1965-02-08,47,10.0,0,0,0,2,1965,8,55.0,53.0,56.0,56.0,50.0,53.0,53.166666666666664,50.541666666666664
1965-02-09,56,7.0,1,0,0,2,1965,9,47.0,55.0,53.0,55.0,57.0,46.0,53.333333333333336,50.958333333333336
1965-02-10,46,6.0,2,0,0,2,1965,10,56.0,47.0,55.0,53.0,50.0,40.0,52.166666666666664,51.208333333333336
1965-02-11,49,7.0,3,0,0,2,1965,11,46.0,56.0,47.0,56.0,58.0,48.0,51.0,51.25
1965-02-12,65,8.0,4,0,0,2,1965,12,49.0,46.0,56.0,53.0,51.0,58.0,53.0,51.541666666666664
1965-02-13,54,8.0,5,1,0,2,1965,13,65.0,49.0,46.0,55.0,47.0,49.0,52.833333333333336,51.75
1965-02-14,49,7.0,6,1,0,2,1965,14,54.0,65.0,49.0,47.0,56.0,52.0,53.166666666666664,51.625
1965-02-15,41,8.0,0,0,0,2,1965,15,49.0,54.0,65.0,56.0,55.0,47.0,50.666666666666664,51.375
1965-02-16,62,10.0,1,0,0,2,1965,16,41.0,49.0,54.0,46.0,53.0,45.0,53.333333333333336,52.083333333333336
1965-02-17,54,14.0,2,0,0,2,1965,17,62.0,41.0,49.0,49.0,56.0,38.0,54.166666666666664,52.75
1965-02-18,51,11.0,3,0,0,2,1965,18,54.0,62.0,41.0,65.0,53.0,45.0,51.833333333333336,53.0
1965-02-19,55,11.0,4,0,0,2,1965,19,51.0,54.0,62.0,54.0,55.0,57.0,52.0,52.916666666666664
1965-02-20,61,9.0,5,1,0,2,1965,20,55.0,51.0,54.0,49.0,47.0,50.0,54.0,53.375
1965-02-21,51,5.0,6,1,0,2,1965,21,61.0,55.0,51.0,41.0,56.0,57.0,55.666666666666664,53.125
1965-02-22,50,7.0,0,0,0,2,1965,22,51.0,61.0,55.0,62.0,46.0,50.0,53.666666666666664,53.125
1965-02-23,52,7.0,1,0,0,2,1965,23,50.0,51.0,61.0,54.0,49.0,58.0,53.333333333333336,52.875
1965-02-24,53,11.0,2,0,0,2,1965,24,52.0,50.0,51.0,51.0,65.0,51.0,53.666666666666664,52.958333333333336
1965-02-25,62,14.0,3,0,0,2,1965,25,53.0,52.0,50.0,55.0,54.0,47.0,54.833333333333336,53.583333333333336
1965-02-26,54,9.0,4,0,0,2,1965,26,62.0,53.0,52.0,61.0,49.0,56.0,53.666666666666664,53.5
1965-02-27,60,10.0,5,1,0,2,1965,27,54.0,62.0,53.0,51.0,41.0,55.0,55.166666666666664,53.708333333333336
1965-02-28,57,8.0,6,1,0,2,1965,28,60.0,54.0,62.0,50.0,62.0,53.0,56.333333333333336,53.875
1965-03-01,59,11.0,0,0,0,3,1965,1,57.0,60.0,54.0,52.0,54.0,56.0,57.5,54.0
1965-03-02,64,17.0,1,0,0,3,1965,2,59.0,57.0,60.0,53.0,51.0,53.0,59.333333333333336,54.458333333333336
1965-03-03,74,20.0,2,0,0,3,1965,3,64.0,59.0,57.0,62.0,55.0,55.0,61.333333333333336,55.25
1965-03-04,68,19.0,3,0,0,3,1965,4,74.0,64.0,59.0,54.0,61.0,47.0,63.666666666666664,56.125
1965-03-05,62,18.0,4,0,0,3,1965,5,68.0,74.0,64.0,60.0,51.0,56.0,64.0,56.375
1965-03-06,63,17.0,5,1,0,3,1965,6,62.0,68.0,74.0,57.0,50.0,46.0,65.0,57.083333333333336
1965-03-07,64,16.0,6,1,0,3,1965,7,63.0,62.0,68.0,59.0,52.0,49.0,65.83333333333333,57.708333333333336
1965-03-08,69,16.0,0,0,0,3,1965,8,64.0,63.0,62.0,64.0,53.0,65.0,66.66666666666667,57.875
1965-03-09,63,16.0,1,0,0,3,1965,9,69.0,64.0,63.0,74.0,62.0,54.0,64.83333333333333,58.25
1965-03-10,61,18.0,2,0,0,3,1965,10,63.0,69.0,64.0,68.0,54.0,49.0,63.666666666666664,58.75
1965-03-11,67,18.0,3,0,0,3,1965,11,61.0,63.0,69.0,62.0,60.0,41.0,64.5,59.833333333333336
1965-03-12,68,18.0,4,0,0,3,1965,12,67.0,61.0,63.0,63.0,57.0,62.0,65.33333333333333,60.083333333333336
1965-03-13,66,17.0,5,1,0,3,1965,13,68.0,67.0,61.0,64.0,59.0,54.0,65.66666666666667,60.583333333333336
1965-03-14,69,16.0,6,1,0,3,1965,14,66.0,68.0,67.0,69.0,64.0,51.0,65.66666666666667,61.333333333333336
1965-03-15,63,12.0,0,0,0,3,1965,15,69.0,66.0,68.0,63.0,74.0,55.0,65.66666666666667,61.666666666666664
1965-03-16,48,7.0,1,0,0,3,1965,16,63.0,69.0,66.0,61.0,68.0,61.0,63.5,61.125
1965-03-17,49,8.0,2,0,0,3,1965,17,48.0,63.0,69.0,67.0,62.0,51.0,60.5,61.041666666666664
1965-03-18,47,8.0,3,0,0,3,1965,18,49.0,48.0,63.0,68.0,63.0,50.0,57.0,60.916666666666664
1965-03-19,60,11.0,4,0,0,3,1965,19,47.0,49.0,48.0,66.0,64.0,52.0,56.0,61.25
1965-03-20,64,11.0,5,1,0,3,1965,20,60.0,47.0,49.0,69.0,69.0,53.0,55.166666666666664,61.708333333333336
1965-03-21,53,10.0,6,1,0,3,1965,21,64.0,60.0,47.0,63.0,63.0,62.0,53.5,61.333333333333336
1965-03-22,57,12.0,0,0,0,3,1965,22,53.0,64.0,60.0,48.0,61.0,54.0,55.0,61.458333333333336
1965-03-23,64,11.0,1,0,0,3,1965,23,57.0,53.0,64.0,49.0,67.0,60.0,57.5,61.625
1965-03-24,55,8.0,2,0,0,3,1965,24,64.0,57.0,53.0,47.0,68.0,57.0,58.833333333333336,61.541666666666664
1965-03-25,51,6.0,3,0,0,3,1965,25,55.0,64.0,57.0,60.0,66.0,59.0,57.333333333333336,61.208333333333336
1965-03-26,43,6.0,4,0,0,3,1965,26,51.0,55.0,64.0,64.0,69.0,64.0,53.833333333333336,60.333333333333336
1965-03-27,58,10.0,5,1,0,3,1965,27,43.0,51.0,55.0,53.0,63.0,74.0,54.666666666666664,59.666666666666664
1965-03-28,47,8.0,6,1,0,3,1965,28,58.0,43.0,51.0,57.0,48.0,68.0,53.0,58.791666666666664
1965-03-29,52,12.0,0,0,0,3,1965,29,47.0,58.0,43.0,64.0,49.0,62.0,51.0,58.375
1965-03-30,59,14.0,1,0,0,3,1965,30,52.0,47.0,58.0,55.0,47.0,63.0,51.666666666666664,58.208333333333336
1965-03-31,60,15.0,2,0,0,3,1965,31,59.0,52.0,47.0,51.0,60.0,64.0,53.166666666666664,58.041666666666664
1965-04-01,49,7.0,3,0,0,4,1965,1,60.0,59.0,52.0,43.0,64.0,69.0,54.166666666666664,57.208333333333336
1965-04-02,45,8.0,4,0,0,4,1965,2,49.0,60.0,59.0,58.0,53.0,63.0,52.0,56.458333333333336
1965-04-03,64,13.0,5,1,0,4,1965,3,45.0,49.0,60.0,47.0,57.0,61.0,54.833333333333336,56.583333333333336
1965-04-04,68,15.0,6,1,0,4,1965,4,64.0,45.0,49.0,52.0,64.0,67.0,57.5,56.625
1965-04-05,45,10.0,0,0,0,4,1965,5,68.0,64.0,45.0,59.0,55.0,68.0,55.166666666666664,55.666666666666664
1965-04-06,57,8.0,1,0,0,4,1965,6,45.0,68.0,64.0,60.0,51.0,66.0,54.666666666666664,55.291666666666664
1965-04-07,55,13.0,2,0,0,4,1965,7,57.0,45.0,68.0,49.0,43.0,69.0,55.666666666666664,54.708333333333336
1965-04-08,65,14.0,3,0,0,4,1965,8,55.0,57.0,45.0,45.0,58.0,63.0,59.0,54.791666666666664
1965-04-09,56,11.0,4,0,0,4,1965,9,65.0,55.0,57.0,64.0,47.0,48.0,57.666666666666664,55.125
1965-04-10,58,12.0,5,1,0,4,1965,10,56.0,65.0,55.0,68.0,52.0,49.0,56.0,55.5
1965-04-11,59,13.0,6,1,0,4,1965,11,58.0,56.0,65.0,45.0,59.0,47.0,58.333333333333336,56.0
1965-04-12,67,14.0,0,0,0,4,1965,12,59.0,58.0,56.0,57.0,60.0,60.0,60.0,56.291666666666664
1965-04-13,44,7.0,1,0,0,4,1965,13,67.0,59.0,58.0,55.0,49.0,64.0,58.166666666666664,55.458333333333336
1965-04-14,61,12.0,2,0,0,4,1965,14,44.0,67.0,59.0,65.0,45.0,53.0,57.5,55.791666666666664
1965-04-15,71,17.0,3,0,0,4,1965,15,61.0,44.0,67.0,56.0,64.0,57.0,60.0,56.375
1965-04-16,63,13.0,4,0,0,4,1965,16,71.0,61.0,44.0,58.0,68.0,64.0,60.833333333333336,56.333333333333336
1965-04-17,73,14.0,5,1,0,4,1965,17,63.0,71.0,61.0,59.0,45.0,55.0,63.166666666666664,57.083333333333336
1965-04-18,55,12.0,6,1,0,4,1965,18,73.0,63.0,71.0,67.0,57.0,51.0,61.166666666666664,57.25
1965-04-19,64,13.0,0,0,0,4,1965,19,55.0,73.0,63.0,44.0,55.0,43.0,64.5,58.125
1965-04-20,63,16.0,1,0,0,4,1965,20,64.0,55.0,73.0,61.0,65.0,58.0,64.83333333333333,58.333333333333336
1965-04-21,66,13.0,2,0,0,4,1965,21,63.0,64.0,55.0,71.0,56.0,47.0,64.0,59.125
1965-04-22,62,15.0,3,0,0,4,1965,22,66.0,63.0,64.0,63.0,58.0,52.0,63.833333333333336,59.541666666666664
1965-04-23,62,16.0,4,0,0,4,1965,23,62.0,66.0,63.0,73.0,59.0,59.0,62.0,59.666666666666664
1965-04-24,68,14.0,5,1,0,4,1965,24,62.0,62.0,66.0,55.0,67.0,60.0,64.16666666666667,60.0
1965-04-25,65,18.0,6,1,0,4,1965,25,68.0,62.0,62.0,64.0,44.0,49.0,64.33333333333333,60.666666666666664
1965-04-26,67,23.0,0,0,0,4,1965,26,65.0,68.0,62.0,63.0,61.0,45.0,65.0,61.583333333333336
1965-04-27,75,25.0,1,0,0,4,1965,27,67.0,65.0,68.0,66.0,71.0,64.0,66.5,62.041666666666664
1965-04-28,64,14.0,2,0,0,4,1965,28,75.0,67.0,65.0,62.0,63.0,68.0,66.83333333333333,61.875
1965-04-29,72,17.0,3,0,0,4,1965,29,64.0,75.0,67.0,62.0,73.0,45.0,68.5,63.0
1965-04-30,59,12.0,4,0,0,4,1965,30,72.0,64.0,75.0,68.0,55.0,57.0,67.0,63.083333333333336
1965-05-01,65,12.0,5,1,0,5,1965,1,59.0,72.0,64.0,65.0,64.0,55.0,67.0,63.5
1965-05-02,51,12.0,6,1,0,5,1965,2,65.0,59.0,72.0,67.0,63.0,65.0,64.33333333333333,62.916666666666664
1965-05-03,54,11.0,0,0,0,5,1965,3,51.0,65.0,59.0,75.0,66.0,56.0,60.833333333333336,62.833333333333336
1965-05-04,54,10.0,1,0,0,5,1965,4,54.0,51.0,65.0,64.0,62.0,58.0,59.166666666666664,62.666666666666664
1965-05-05,56,11.0,2,0,0,5,1965,5,54.0,54.0,51.0,72.0,62.0,59.0,56.5,62.541666666666664
1965-05-06,61,14.0,3,0,0,5,1965,6,56.0,54.0,54.0,59.0,68.0,67.0,56.833333333333336,62.291666666666664
1965-05-07,67,16.0,4,0,0,5,1965,7,61.0,56.0,54.0,65.0,65.0,44.0,57.166666666666664,63.25
1965-05-08,63,17.0,5,1,0,5,1965,8,67.0,61.0,56.0,51.0,67.0,61.0,59.166666666666664,63.333333333333336
1965-05-09,69,19.0,6,1,0,5,1965,9,63.0,67.0,61.0,54.0,75.0,71.0,61.666666666666664,63.25
1965-05-10,67,18.0,0,0,0,5,1965,10,69.0,63.0,67.0,54.0,64.0,63.0,63.833333333333336,63.416666666666664
1965-05-11,70,23.0,1,0,0,5,1965,11,67.0,69.0,63.0,56.0,72.0,73.0,66.16666666666667,63.291666666666664
1965-05-12,63,16.0,2,0,0,5,1965,12,70.0,67.0,69.0,61.0,59.0,55.0,66.5,63.625
1965-05-13,62,15.0,3,0,0,5,1965,13,63.0,70.0,67.0,67.0,65.0,64.0,65.66666666666667,63.541666666666664
1965-05-14,60,14.0,4,0,0,5,1965,14,62.0,63.0,70.0,63.0,51.0,63.0,65.16666666666667,63.416666666666664
1965-05-15,58,12.0,5,1,0,5,1965,15,60.0,62.0,63.0,69.0,54.0,66.0,63.333333333333336,63.083333333333336
1965-05-16,58,12.0,6,1,0,5,1965,16,58.0,60.0,62.0,67.0,54.0,62.0,61.833333333333336,62.916666666666664
1965-05-17,59,14.0,0,0,0,5,1965,17,58.0,58.0,60.0,70.0,56.0,62.0,60.0,62.791666666666664
1965-05-18,73,18.0,1,0,0,5,1965,18,59.0,58.0,58.0,63.0,61.0,68.0,61.666666666666664,63.0
1965-05-19,52,12.0,2,0,0,5,1965,19,73.0,59.0,58.0,62.0,67.0,65.0,60.0,62.458333333333336
1965-05-20,62,17.0,3,0,0,5,1965,20,52.0,73.0,59.0,60.0,63.0,67.0,60.333333333333336,62.25
1965-05-21,79,17.0,4,0,0,5,1965,21,62.0,52.0,73.0,58.0,69.0,75.0,63.833333333333336,62.416666666666664
1965-05-22,54,13.0,5,1,0,5,1965,22,79.0,62.0,52.0,58.0,67.0,64.0,63.166666666666664,62.0
1965-05-23,53,13.0,6,1,0,5,1965,23,54.0,79.0,62.0,59.0,70.0,72.0,62.166666666666664,61.208333333333336
1965-05-24,68,16.0,0,0,0,5,1965,24,53.0,54.0,79.0,73.0,63.0,59.0,61.333333333333336,61.583333333333336
1965-05-25,54,16.0,1,0,0,5,1965,25,68.0,53.0,54.0,52.0,62.0,65.0,61.666666666666664,61.125
1965-05-26,69,20.0,2,0,0,5,1965,26,54.0,68.0,53.0,62.0,60.0,51.0,62.833333333333336,61.875
1965-05-27,85,23.0,3,0,0,5,1965,27,69.0,54.0,68.0,79.0,58.0,54.0,63.833333333333336,63.166666666666664
1965-05-28,58,17.0,4,0,0,5,1965,28,85.0,69.0,54.0,54.0,58.0,54.0,64.5,63.333333333333336
1965-05-29,56,17.0,5,1,0,5,1965,29,58.0,85.0,69.0,53.0,59.0,56.0,65.0,63.333333333333336
1965-05-30,57,16.0,6,1,0,5,1965,30,56.0,58.0,85.0,68.0,73.0,61.0,63.166666666666664,63.166666666666664
1965-05-31,68,16.0,0,0,0,5,1965,31,57.0,56.0,58.0,54.0,52.0,67.0,65.5,63.208333333333336
1965-06-01,79,22.0,1,0,0,6,1965,1,68.0,57.0,56.0,69.0,62.0,63.0,67.16666666666667,63.875
1965-06-02,73,24.0,2,0,0,6,1965,2,79.0,68.0,57.0,85.0,79.0,69.0,65.16666666666667,64.04166666666667
1965-06-03,76,22.0,3,0,0,6,1965,3,73.0,79.0,68.0,58.0,54.0,67.0,68.16666666666667,64.41666666666667
1965-06-04,81,23.0,4,0,0,6,1965,4,76.0,73.0,79.0,56.0,53.0,70.0,72.33333333333333,64.875
1965-06-05,85,24.0,5,1,0,6,1965,5,81.0,76.0,73.0,57.0,68.0,63.0,77.0,65.79166666666667
1965-06-06,73,23.0,6,1,0,6,1965,6,85.0,81.0,76.0,68.0,54.0,62.0,77.83333333333333,66.25
1965-06-07,69,27.0,0,0,0,6,1965,7,73.0,85.0,81.0,79.0,69.0,60.0,76.16666666666667,66.625
1965-06-08,63,18.0,1,0,0,6,1965,8,69.0,73.0,85.0,73.0,85.0,58.0,74.5,66.83333333333333
1965-06-09,63,17.0,2,0,0,6,1965,9,63.0,69.0,73.0,76.0,58.0,58.0,72.33333333333333,67.04166666666667
1965-06-10,75,24.0,3,0,0,6,1965,10,63.0,63.0,69.0,81.0,56.0,59.0,71.33333333333333,67.70833333333333
1965-06-11,60,14.0,4,0,0,6,1965,11,75.0,63.0,63.0,85.0,57.0,73.0,67.16666666666667,67.16666666666667
1965-06-12,73,18.0,5,1,0,6,1965,12,60.0,75.0,63.0,73.0,68.0,52.0,67.16666666666667,68.04166666666667
1965-06-13,75,19.0,6,1,0,6,1965,13,73.0,60.0,75.0,69.0,79.0,62.0,68.16666666666667,68.58333333333333
1965-06-14,66,18.0,0,0,0,6,1965,14,75.0,73.0,60.0,63.0,73.0,79.0,68.66666666666667,68.04166666666667
1965-06-15,71,17.0,1,0,0,6,1965,15,66.0,75.0,73.0,63.0,76.0,54.0,70.0,68.75
1965-06-16,76,23.0,2,0,0,6,1965,16,71.0,66.0,75.0,75.0,81.0,53.0,70.16666666666667,69.70833333333333
1965-06-17,73,22.0,3,0,0,6,1965,17,76.0,71.0,66.0,60.0,85.0,68.0,72.33333333333333,69.91666666666667
1965-06-18,72,18.0,4,0,0,6,1965,18,73.0,76.0,71.0,73.0,73.0,54.0,72.16666666666667,70.66666666666667
1965-06-19,73,22.0,5,1,0,6,1965,19,72.0,73.0,76.0,75.0,69.0,69.0,71.83333333333333,70.83333333333333
1965-06-20,79,19.0,6,1,0,6,1965,20,73.0,72.0,73.0,66.0,63.0,85.0,74.0,70.58333333333333
1965-06-21,64,21.0,0,0,0,6,1965,21,79.0,73.0,72.0,71.0,63.0,58.0,72.83333333333333,70.83333333333333
1965-06-22,72,23.0,1,0,0,6,1965,22,64.0,79.0,73.0,76.0,75.0,56.0,72.16666666666667,71.5
1965-06-23,72,22.0,2,0,0,6,1965,23,72.0,64.0,79.0,73.0,60.0,57.0,72.0,72.125
1965-06-24,71,19.0,3,0,0,6,1965,24,72.0,72.0,64.0,72.0,73.0,68.0,71.83333333333333,72.25
1965-06-25,73,18.0,4,0,0,6,1965,25,71.0,72.0,72.0,73.0,75.0,79.0,71.83333333333333,72.0
1965-06-26,65,17.0,5,1,0,6,1965,26,73.0,71.0,72.0,79.0,66.0,73.0,69.5,71.66666666666667
1965-06-27,60,18.0,6,1,0,6,1965,27,65.0,73.0,71.0,64.0,71.0,76.0,68.83333333333333,71.0
1965-06-28,79,23.0,0,0,0,6,1965,28,60.0,65.0,73.0,72.0,76.0,81.0,70.0,70.91666666666667
1965-06-29,84,27.0,1,0,0,6,1965,29,79.0,60.0,65.0,72.0,73.0,85.0,72.0,70.875
1965-06-30,77,31.0,2,0,0,6,1965,30,84.0,79.0,60.0,71.0,72.0,73.0,73.0,71.04166666666667
1965-07-01,82,28.0,3,0,0,7,1965,1,77.0,84.0,79.0,73.0,73.0,69.0,74.5,71.58333333333333
1965-07-02,74,28.0,4,0,0,7,1965,2,82.0,77.0,84.0,65.0,79.0,63.0,76.0,72.04166666666667
1965-07-03,79,28.0,5,1,0,7,1965,3,74.0,82.0,77.0,60.0,64.0,63.0,79.16666666666667,72.70833333333333
1965-07-04,74,26.0,6,1,0,7,1965,4,79.0,74.0,82.0,79.0,72.0,75.0,78.33333333333333,72.66666666666667
1965-07-05,86,28.0,0,0,0,7,1965,5,74.0,79.0,74.0,84.0,72.0,60.0,78.66666666666667,73.75
1965-07-06,87,31.0,1,0,0,7,1965,6,86.0,74.0,79.0,77.0,71.0,73.0,80.33333333333333,74.33333333333333
1965-07-07,68,23.0,2,0,0,7,1965,7,87.0,86.0,74.0,82.0,73.0,75.0,78.0,74.04166666666667
1965-07-08,73,19.0,3,0,0,7,1965,8,68.0,87.0,86.0,74.0,65.0,66.0,77.83333333333333,74.33333333333333
1965-07-09,60,18.0,4,0,0,7,1965,9,73.0,68.0,87.0,79.0,60.0,71.0,74.66666666666667,73.875
1965-07-10,73,21.0,5,1,0,7,1965,10,60.0,73.0,68.0,74.0,79.0,76.0,74.5,73.75
1965-07-11,67,21.0,6,1,0,7,1965,11,73.0,60.0,73.0,86.0,84.0,73.0,71.33333333333333,73.5
1965-07-12,73,23.0,0,0,0,7,1965,12,67.0,73.0,60.0,87.0,77.0,72.0,69.0,73.54166666666667
1965-07-13,85,28.0,1,0,0,7,1965,13,73.0,67.0,73.0,68.0,82.0,73.0,71.83333333333333,74.04166666666667
1965-07-14,85,28.0,2,0,0,7,1965,14,85.0,73.0,67.0,73.0,74.0,79.0,73.83333333333333,74.29166666666667
1965-07-15,83,24.0,3,0,0,7,1965,15,85.0,85.0,73.0,60.0,79.0,64.0,77.66666666666667,75.08333333333333
1965-07-16,80,27.0,4,0,0,7,1965,16,83.0,85.0,85.0,73.0,74.0,72.0,78.83333333333333,75.41666666666667
1965-07-17,75,22.0,5,1,0,7,1965,17,80.0,83.0,85.0,67.0,86.0,72.0,80.16666666666667,75.54166666666667
1965-07-18,69,21.0,6,1,0,7,1965,18,75.0,80.0,83.0,73.0,87.0,71.0,79.5,75.45833333333333
1965-07-19,75,23.0,0,0,0,7,1965,19,69.0,75.0,80.0,85.0,68.0,73.0,77.83333333333333,75.54166666666667
1965-07-20,74,21.0,1,0,0,7,1965,20,75.0,69.0,75.0,85.0,73.0,65.0,76.0,75.91666666666667
1965-07-21,71,21.0,2,0,0,7,1965,21,74.0,75.0,69.0,83.0,60.0,60.0,74.0,76.375
1965-07-22,67,24.0,3,0,0,7,1965,22,71.0,74.0,75.0,80.0,73.0,79.0,71.83333333333333,75.875
1965-07-23,82,27.0,4,0,0,7,1965,23,67.0,71.0,74.0,75.0,67.0,84.0,73.0,75.79166666666667
1965-07-24,90,32.0,5,1,0,7,1965,24,82.0,67.0,71.0,69.0,73.0,77.0,76.5,76.33333333333333
1965-07-25,80,29.0,6,1,0,7,1965,25,90.0,82.0,67.0,75.0,85.0,82.0,77.33333333333333,76.25
1965-07-26,76,28.0,0,0,0,7,1965,26,80.0,90.0,82.0,74.0,85.0,74.0,77.66666666666667,76.33333333333333
1965-07-27,83,24.0,1,0,0,7,1965,27,76.0,80.0,90.0,71.0,83.0,79.0,79.66666666666667,76.5
1965-07-28,83,27.0,2,0,0,7,1965,28,83.0,76.0,80.0,67.0,80.0,74.0,82.33333333333333,76.875
1965-07-29,87,32.0,3,0,0,7,1965,29,83.0,83.0,76.0,82.0,75.0,86.0,83.16666666666667,76.91666666666667
1965-07-30,84,33.0,4,0,0,7,1965,30,87.0,83.0,83.0,90.0,69.0,87.0,82.16666666666667,76.79166666666667
1965-07-31,85,33.0,5,1,0,7,1965,31,84.0,87.0,83.0,80.0,75.0,68.0,83.0,77.5
1965-08-01,93,31.0,6,1,0,8,1965,1,85.0,84.0,87.0,76.0,74.0,73.0,85.83333333333333,78.33333333333333
1965-08-02,68,18.0,0,0,0,8,1965,2,93.0,85.0,84.0,83.0,71.0,60.0,83.33333333333333,78.66666666666667
1965-08-03,66,19.0,1,0,0,8,1965,3,68.0,93.0,85.0,83.0,67.0,73.0,80.5,78.375
1965-08-04,70,18.0,2,0,0,8,1965,4,66.0,68.0,93.0,87.0,82.0,67.0,77.66666666666667,78.5
1965-08-05,69,22.0,3,0,0,8,1965,5,70.0,66.0,68.0,84.0,90.0,73.0,75.16666666666667,78.33333333333333
1965-08-06,88,27.0,4,0,0,8,1965,6,69.0,70.0,66.0,85.0,80.0,85.0,75.66666666666667,78.45833333333333
1965-08-07,92,30.0,5,1,0,8,1965,7,88.0,69.0,70.0,93.0,76.0,85.0,75.5,78.75
